Voyager2.UTCGregorian      Voyager2.SunMJ2000Eq.X    Voyager2.SunMJ2000Eq.Y    Voyager2.SunMJ2000Eq.Z    Voyager2.SunMJ2000Eq.VX   Voyager2.SunMJ2000Eq.VY   Voyager2.SunMJ2000Eq.VZ   
15 Mar 1992 15:31:34.000   1266961465.105194         -4498242461.913011        -2914179867.12334         4.539794138114702         -4.870444346715662        -14.99196520288715        
16 Mar 1992 15:31:34.000   1267353700.244546         -4498663255.050314        -2915475164.299986        4.539722976093534         -4.870137548908708        -14.99176573435732        
17 Mar 1992 15:31:34.000   1267745929.235509         -4499084021.6841          -2916770444.242398        4.539651812998408         -4.869830839813883        -14.99156626246053        
18 Mar 1992 15:31:34.000   1268138152.07766          -4499504761.822157        -2918065706.95031         4.539580641359588         -4.869524222518901        -14.99136678802787        
19 Mar 1992 15:31:34.000   1268530368.769973         -4499925475.472577        -2919360952.423564        4.53950945470597          -4.869217700767848        -14.99116731234576        
20 Mar 1992 15:31:34.000   1268922579.310908         -4500346162.643792        -2920656180.662112        4.539438247588244         -4.868911278740402        -14.99096783703791        
21 Mar 1992 15:31:34.000   1269314783.698497         -4500766823.344607        -2921951391.666067        4.539367015510242         -4.868604960887119        -14.9907683639709         
22 Mar 1992 15:31:34.000   1269706981.930418         -4501187457.584225        -2923246585.435713        4.539295754795675         -4.86829875180997         -14.99056889517428        
23 Mar 1992 15:31:34.000   1270099174.004072         -4501608065.372239        -2924541761.971506        4.539224462658089         -4.867992656063599        -14.99036943274538        
24 Mar 1992 15:31:34.000   1270491359.916663         -4502028646.718626        -2925836921.274085        4.539153136588293         -4.867686678214287        -14.99016997885401        
25 Mar 1992 15:31:34.000   1270883539.665169         -4502449201.633786        -2927132063.34429         4.539081776059612         -4.867380822560573        -14.98997053559061        
26 Mar 1992 15:31:34.000   1271275713.246559         -4502869730.128446        -2928427188.183128        4.539010379231084         -4.867075093311026        -14.98977110506141        
27 Mar 1992 15:31:34.000   1271667880.657678         -4503290232.213699        -2929722295.791782        4.538938945734146         -4.866769494414974        -14.98957168928276        
28 Mar 1992 15:31:34.000   1272060041.895354         -4503710707.900975        -2931017386.171615        4.538867475507888         -4.866464029586218        -14.9893722901859         
29 Mar 1992 15:31:34.000   1272452196.956419         -4504131157.202003        -2932312459.324145        4.538795968766292         -4.86615870231374         -14.9891729096144         
30 Mar 1992 15:31:34.000   1272844345.837738         -4504551580.128812        -2933607515.251047        4.538724425967581         -4.865853515873702        -14.98897354932307        
31 Mar 1992 15:31:34.000   1273236488.536223         -4504971976.693708        -2934902553.954152        4.538652847779786         -4.865548473335448        -14.9887742109758         
01 Apr 1992 15:31:34.000   1273628625.048852         -4505392346.909245        -2936197575.435423        4.538581235049839         -4.86524357755755         -14.98857489614123        
02 Apr 1992 15:31:34.000   1274020755.372681         -4505812690.788221        -2937492579.696949        4.538509588774088         -4.864938831178627        -14.98837560628785        
03 Apr 1992 15:31:34.000   1274412879.50486          -4506233008.343647        -2938787566.740953        4.538437910068215         -4.864634236615991        -14.98817634278323        
04 Apr 1992 15:31:34.000   1274804997.442639         -4506653299.588741        -2940082536.569773        4.538366200133329         -4.864329796087883        -14.98797710690243        
05 Apr 1992 15:31:34.000   1275197109.183373         -4507073564.536901        -2941377489.185838        4.538294460218133         -4.864025511669084        -14.98777789984928        
